CMD: /home/thc1006/dev/qwen3.8-speculative-decoding-rtx3090/llamacpp-master/build/bin/llama-server -m /home/thc1006/dev/qwen3.8-speculative-decoding-rtx3090/models/target/Qwen3.8-27B-UD-Q4_K_XL.gguf --host 127.0.0.1 --port 18138 -ngl 999 -c 8192 -fa on -ctk q8_0 -ctv q8_0 --no-webui --parallel 1 --jinja --fit off --spec-type draft-mtp --spec-draft-n-max 2
0.00.207.847 I cmn  common_param: common_params_print_info: verbosity = 3 (adjust with the `-lv N` CLI arg)
0.00.207.930 I srv          init: The UI is disabled
0.00.207.932 I srv          init: Use --ui/--no-ui (or deprecated --webui/--no-webui) to enable/disable
0.00.207.973 W srv  llama_server: -----------------
0.00.207.975 W srv  llama_server: CORS is set to allow all origins ('*') and no API key is set
0.00.207.975 W srv  llama_server: this can be a security risk (cross-origin attacks)
0.00.207.975 W srv  llama_server: more info: https://github.com/ggml-org/llama.cpp/pull/25655
0.00.207.975 W srv  llama_server: -----------------
0.00.209.178 I srv    load_model: loading model '/home/thc1006/dev/qwen3.8-speculative-decoding-rtx3090/models/target/Qwen3.8-27B-UD-Q4_K_XL.gguf'
0.29.393.465 I cmn          init: llama threadpool init, n_threads = 8
0.29.482.023 I common_speculative_init_result: creating MTP draft context against the target model '/home/thc1006/dev/qwen3.8-speculative-decoding-rtx3090/models/target/Qwen3.8-27B-UD-Q4_K_XL.gguf'
0.29.525.515 I srv    load_model: initializing, n_slots = 1, n_ctx_slot = 8192, kv_unified = 'false'
0.29.552.517 I srv          init: chat template supports preserving reasoning, consider enabling it via --reasoning-preserve
0.29.552.555 I srv  llama_server: model loaded
0.29.552.560 I srv  llama_server: listening on http://127.0.0.1:18138
0.29.879.165 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = -1
0.30.870.163 I slot launch_slot_: id  0 | task 13 | processing task, is_child = 0
0.31.112.849 I slot print_timing: id  0 | task 13 | prompt eval time =     242.67 ms /    95 tokens (    2.55 ms per token,   391.47 tokens per second)
0.31.112.853 I slot print_timing: id  0 | task 13 |        eval time =       0.00 ms /     1 tokens (    0.00 ms per token,     0.00 tokens per second)
0.31.112.854 I slot print_timing: id  0 | task 13 |       total time =     242.67 ms /    96 tokens
0.31.112.854 I slot print_timing: id  0 | task 13 |    graphs reused =          1
0.31.112.876 I slot      release: id  0 | task 13 | stop processing: n_tokens = 95, truncated = 0
0.31.114.691 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 1.000
0.31.114.722 I slot launch_slot_: id  0 | task 17 | processing task, is_child = 0
0.31.352.937 I slot print_timing: id  0 | task 17 | prompt eval time =     238.20 ms /    95 tokens (    2.51 ms per token,   398.82 tokens per second)
0.31.352.941 I slot print_timing: id  0 | task 17 |        eval time =       0.00 ms /     1 tokens (    0.00 ms per token,     0.00 tokens per second)
0.31.352.941 I slot print_timing: id  0 | task 17 |       total time =     238.20 ms /    96 tokens
0.31.352.942 I slot print_timing: id  0 | task 17 |    graphs reused =          1
0.31.352.974 I slot      release: id  0 | task 17 | stop processing: n_tokens = 95, truncated = 0
0.31.354.876 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 1.000
0.31.354.934 I slot launch_slot_: id  0 | task 21 | processing task, is_child = 0
0.31.584.040 I slot print_timing: id  0 | task 21 | prompt eval time =     229.09 ms /    95 tokens (    2.41 ms per token,   414.68 tokens per second)
0.31.584.044 I slot print_timing: id  0 | task 21 |        eval time =       0.00 ms /     1 tokens (    0.00 ms per token,     0.00 tokens per second)
0.31.584.044 I slot print_timing: id  0 | task 21 |       total time =     229.10 ms /    96 tokens
0.31.584.045 I slot print_timing: id  0 | task 21 |    graphs reused =          1
0.31.584.066 I slot      release: id  0 | task 21 | stop processing: n_tokens = 95, truncated = 0
0.31.586.054 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 1.000
0.31.586.085 I slot launch_slot_: id  0 | task 25 | processing task, is_child = 0
0.31.825.675 I slot print_timing: id  0 | task 25 | prompt eval time =     239.58 ms /    95 tokens (    2.52 ms per token,   396.53 tokens per second)
0.31.825.680 I slot print_timing: id  0 | task 25 |        eval time =       0.00 ms /     1 tokens (    0.00 ms per token,     0.00 tokens per second)
0.31.825.680 I slot print_timing: id  0 | task 25 |       total time =     239.58 ms /    96 tokens
0.31.825.681 I slot print_timing: id  0 | task 25 |    graphs reused =          1
0.31.825.729 I slot      release: id  0 | task 25 | stop processing: n_tokens = 95, truncated = 0
0.31.827.707 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 1.000
0.31.827.763 I slot launch_slot_: id  0 | task 29 | processing task, is_child = 0
0.32.067.016 I slot print_timing: id  0 | task 29 | prompt eval time =     239.24 ms /    95 tokens (    2.52 ms per token,   397.09 tokens per second)
0.32.067.020 I slot print_timing: id  0 | task 29 |        eval time =       0.00 ms /     1 tokens (    0.00 ms per token,     0.00 tokens per second)
0.32.067.021 I slot print_timing: id  0 | task 29 |       total time =     239.24 ms /    96 tokens
0.32.067.021 I slot print_timing: id  0 | task 29 |    graphs reused =          1
0.32.067.044 I slot      release: id  0 | task 29 | stop processing: n_tokens = 95, truncated = 0
0.32.068.859 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 1.000
0.32.068.893 I slot launch_slot_: id  0 | task 33 | processing task, is_child = 0
0.32.304.419 I slot print_timing: id  0 | task 33 | prompt eval time =     235.51 ms /    95 tokens (    2.48 ms per token,   403.37 tokens per second)
0.32.304.424 I slot print_timing: id  0 | task 33 |        eval time =       0.00 ms /     1 tokens (    0.00 ms per token,     0.00 tokens per second)
0.32.304.424 I slot print_timing: id  0 | task 33 |       total time =     235.51 ms /    96 tokens
0.32.304.425 I slot print_timing: id  0 | task 33 |    graphs reused =          1
0.32.304.447 I slot      release: id  0 | task 33 | stop processing: n_tokens = 95, truncated = 0
0.33.837.914 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 1.000
0.33.837.948 I slot launch_slot_: id  0 | task 37 | processing task, is_child = 0
0.37.068.538 I slot print_timing: id  0 | task 37 | n_gen =    236, tg =  78.29 t/s, tg_3s =  78.62 t/s
0.39.085.606 I slot print_timing: id  0 | task 37 | prompt eval time =     228.82 ms /    95 tokens (    2.41 ms per token,   415.18 tokens per second)
0.39.085.610 I slot print_timing: id  0 | task 37 |        eval time =    5018.82 ms /   400 tokens (   12.58 ms per token,    79.50 tokens per second)
0.39.085.610 I slot print_timing: id  0 | task 37 |       total time =    5247.64 ms /   495 tokens
0.39.085.611 I slot print_timing: id  0 | task 37 |    graphs reused =        139
0.39.085.613 I slot print_timing: id  0 | task 37 | draft acceptance = 0.91815 (  258 accepted /   281 generated), mean len =  2.83
0.39.085.637 I slot      release: id  0 | task 37 | stop processing: n_tokens = 494, truncated = 0
0.40.617.340 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 631896156672
0.40.758.931 I slot launch_slot_: id  0 | task 182 | processing task, is_child = 0
0.41.006.626 I slot print_timing: id  0 | task 182 | prompt eval time =     247.68 ms /   100 tokens (    2.48 ms per token,   403.75 tokens per second)
0.41.006.634 I slot print_timing: id  0 | task 182 |        eval time =       0.00 ms /     1 tokens (    0.00 ms per token,     0.00 tokens per second)
0.41.006.635 I slot print_timing: id  0 | task 182 |       total time =     247.68 ms /   101 tokens
0.41.006.636 I slot print_timing: id  0 | task 182 |    graphs reused =        139
0.41.006.660 I slot      release: id  0 | task 182 | stop processing: n_tokens = 100, truncated = 0
0.41.008.430 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 1.000
0.41.008.474 I slot launch_slot_: id  0 | task 186 | processing task, is_child = 0
0.41.239.333 I slot print_timing: id  0 | task 186 | prompt eval time =     230.84 ms /   100 tokens (    2.31 ms per token,   433.19 tokens per second)
0.41.239.339 I slot print_timing: id  0 | task 186 |        eval time =       0.00 ms /     1 tokens (    0.00 ms per token,     0.00 tokens per second)
0.41.239.339 I slot print_timing: id  0 | task 186 |       total time =     230.84 ms /   101 tokens
0.41.239.340 I slot print_timing: id  0 | task 186 |    graphs reused =        139
0.41.239.363 I slot      release: id  0 | task 186 | stop processing: n_tokens = 100, truncated = 0
0.41.241.215 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 1.000
0.41.241.250 I slot launch_slot_: id  0 | task 190 | processing task, is_child = 0
0.41.477.021 I slot print_timing: id  0 | task 190 | prompt eval time =     235.76 ms /   100 tokens (    2.36 ms per token,   424.16 tokens per second)
0.41.477.026 I slot print_timing: id  0 | task 190 |        eval time =       0.00 ms /     1 tokens (    0.00 ms per token,     0.00 tokens per second)
0.41.477.026 I slot print_timing: id  0 | task 190 |       total time =     235.76 ms /   101 tokens
0.41.477.027 I slot print_timing: id  0 | task 190 |    graphs reused =        139
0.41.477.052 I slot      release: id  0 | task 190 | stop processing: n_tokens = 100, truncated = 0
0.41.478.811 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 1.000
0.41.478.850 I slot launch_slot_: id  0 | task 194 | processing task, is_child = 0
0.41.714.318 I slot print_timing: id  0 | task 194 | prompt eval time =     235.45 ms /   100 tokens (    2.35 ms per token,   424.71 tokens per second)
0.41.714.322 I slot print_timing: id  0 | task 194 |        eval time =       0.00 ms /     1 tokens (    0.00 ms per token,     0.00 tokens per second)
0.41.714.323 I slot print_timing: id  0 | task 194 |       total time =     235.46 ms /   101 tokens
0.41.714.323 I slot print_timing: id  0 | task 194 |    graphs reused =        139
0.41.714.360 I slot      release: id  0 | task 194 | stop processing: n_tokens = 100, truncated = 0
0.41.716.138 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 1.000
0.41.716.171 I slot launch_slot_: id  0 | task 198 | processing task, is_child = 0
0.41.952.944 I slot print_timing: id  0 | task 198 | prompt eval time =     236.76 ms /   100 tokens (    2.37 ms per token,   422.37 tokens per second)
0.41.952.948 I slot print_timing: id  0 | task 198 |        eval time =       0.00 ms /     1 tokens (    0.00 ms per token,     0.00 tokens per second)
0.41.952.948 I slot print_timing: id  0 | task 198 |       total time =     236.76 ms /   101 tokens
0.41.952.949 I slot print_timing: id  0 | task 198 |    graphs reused =        139
0.41.952.977 I slot      release: id  0 | task 198 | stop processing: n_tokens = 100, truncated = 0
0.41.954.764 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 1.000
0.41.954.814 I slot launch_slot_: id  0 | task 202 | processing task, is_child = 0
0.42.190.010 I slot print_timing: id  0 | task 202 | prompt eval time =     235.18 ms /   100 tokens (    2.35 ms per token,   425.20 tokens per second)
0.42.190.014 I slot print_timing: id  0 | task 202 |        eval time =       0.00 ms /     1 tokens (    0.00 ms per token,     0.00 tokens per second)
0.42.190.014 I slot print_timing: id  0 | task 202 |       total time =     235.18 ms /   101 tokens
0.42.190.015 I slot print_timing: id  0 | task 202 |    graphs reused =        139
0.42.190.039 I slot      release: id  0 | task 202 | stop processing: n_tokens = 100, truncated = 0
0.42.192.709 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 1.000
0.42.192.747 I slot launch_slot_: id  0 | task 206 | processing task, is_child = 0
0.42.429.792 I slot print_timing: id  0 | task 206 | prompt eval time =     237.03 ms /   100 tokens (    2.37 ms per token,   421.89 tokens per second)
0.42.429.798 I slot print_timing: id  0 | task 206 |        eval time =       0.00 ms /     1 tokens (    0.00 ms per token,     0.00 tokens per second)
0.42.429.799 I slot print_timing: id  0 | task 206 |       total time =     237.03 ms /   101 tokens
0.42.429.800 I slot print_timing: id  0 | task 206 |    graphs reused =        139
0.42.429.845 I slot      release: id  0 | task 206 | stop processing: n_tokens = 100, truncated = 0
0.42.432.017 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 1.000
0.42.432.048 I slot launch_slot_: id  0 | task 210 | processing task, is_child = 0
0.42.668.019 I slot print_timing: id  0 | task 210 | prompt eval time =     235.96 ms /   100 tokens (    2.36 ms per token,   423.80 tokens per second)
0.42.668.023 I slot print_timing: id  0 | task 210 |        eval time =       0.00 ms /     1 tokens (    0.00 ms per token,     0.00 tokens per second)
0.42.668.024 I slot print_timing: id  0 | task 210 |       total time =     235.96 ms /   101 tokens
0.42.668.025 I slot print_timing: id  0 | task 210 |    graphs reused =        139
0.42.668.050 I slot      release: id  0 | task 210 | stop processing: n_tokens = 100, truncated = 0
0.44.196.244 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 1.000
0.44.196.278 I slot launch_slot_: id  0 | task 214 | processing task, is_child = 0
0.47.436.886 I slot print_timing: id  0 | task 214 | n_gen =    235, tg =  77.82 t/s, tg_3s =  78.15 t/s
0.49.462.374 I slot print_timing: id  0 | task 214 | prompt eval time =     233.56 ms /   100 tokens (    2.34 ms per token,   428.16 tokens per second)
0.49.462.379 I slot print_timing: id  0 | task 214 |        eval time =    5032.53 ms /   400 tokens (   12.61 ms per token,    79.28 tokens per second)
0.49.462.379 I slot print_timing: id  0 | task 214 |       total time =    5266.09 ms /   500 tokens
0.49.462.380 I slot print_timing: id  0 | task 214 |    graphs reused =        278
0.49.462.382 I slot print_timing: id  0 | task 214 | draft acceptance = 0.91135 (  257 accepted /   282 generated), mean len =  2.82
0.49.462.409 I slot      release: id  0 | task 214 | stop processing: n_tokens = 499, truncated = 0
0.50.986.349 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 631906533444
0.51.127.099 I slot launch_slot_: id  0 | task 360 | processing task, is_child = 0
0.51.377.289 I slot print_timing: id  0 | task 360 | prompt eval time =     250.17 ms /   110 tokens (    2.27 ms per token,   439.70 tokens per second)
0.51.377.293 I slot print_timing: id  0 | task 360 |        eval time =       0.00 ms /     1 tokens (    0.00 ms per token,     0.00 tokens per second)
0.51.377.294 I slot print_timing: id  0 | task 360 |       total time =     250.17 ms /   111 tokens
0.51.377.294 I slot print_timing: id  0 | task 360 |    graphs reused =        278
0.51.377.317 I slot      release: id  0 | task 360 | stop processing: n_tokens = 110, truncated = 0
0.51.379.259 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 1.000
0.51.379.297 I slot launch_slot_: id  0 | task 364 | processing task, is_child = 0
0.51.619.268 I slot print_timing: id  0 | task 364 | prompt eval time =     239.96 ms /   110 tokens (    2.18 ms per token,   458.42 tokens per second)
0.51.619.273 I slot print_timing: id  0 | task 364 |        eval time =       0.00 ms /     1 tokens (    0.00 ms per token,     0.00 tokens per second)
0.51.619.273 I slot print_timing: id  0 | task 364 |       total time =     239.96 ms /   111 tokens
0.51.619.274 I slot print_timing: id  0 | task 364 |    graphs reused =        278
0.51.619.299 I slot      release: id  0 | task 364 | stop processing: n_tokens = 110, truncated = 0
0.51.621.031 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 1.000
0.51.621.068 I slot launch_slot_: id  0 | task 368 | processing task, is_child = 0
0.51.865.167 I slot print_timing: id  0 | task 368 | prompt eval time =     244.09 ms /   110 tokens (    2.22 ms per token,   450.66 tokens per second)
0.51.865.171 I slot print_timing: id  0 | task 368 |        eval time =       0.00 ms /     1 tokens (    0.00 ms per token,     0.00 tokens per second)
0.51.865.172 I slot print_timing: id  0 | task 368 |       total time =     244.09 ms /   111 tokens
0.51.865.172 I slot print_timing: id  0 | task 368 |    graphs reused =        278
0.51.865.197 I slot      release: id  0 | task 368 | stop processing: n_tokens = 110, truncated = 0
0.51.867.655 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 1.000
0.51.867.690 I slot launch_slot_: id  0 | task 372 | processing task, is_child = 0
0.52.109.513 I slot print_timing: id  0 | task 372 | prompt eval time =     241.81 ms /   110 tokens (    2.20 ms per token,   454.90 tokens per second)
0.52.109.517 I slot print_timing: id  0 | task 372 |        eval time =       0.00 ms /     1 tokens (    0.00 ms per token,     0.00 tokens per second)
0.52.109.518 I slot print_timing: id  0 | task 372 |       total time =     241.81 ms /   111 tokens
0.52.109.518 I slot print_timing: id  0 | task 372 |    graphs reused =        278
0.52.109.541 I slot      release: id  0 | task 372 | stop processing: n_tokens = 110, truncated = 0
0.52.111.989 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 1.000
0.52.112.038 I slot launch_slot_: id  0 | task 376 | processing task, is_child = 0
0.52.352.841 I slot print_timing: id  0 | task 376 | prompt eval time =     240.79 ms /   110 tokens (    2.19 ms per token,   456.83 tokens per second)
0.52.352.845 I slot print_timing: id  0 | task 376 |        eval time =       0.00 ms /     1 tokens (    0.00 ms per token,     0.00 tokens per second)
0.52.352.846 I slot print_timing: id  0 | task 376 |       total time =     240.79 ms /   111 tokens
0.52.352.846 I slot print_timing: id  0 | task 376 |    graphs reused =        278
0.52.352.869 I slot      release: id  0 | task 376 | stop processing: n_tokens = 110, truncated = 0
0.52.355.012 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 1.000
0.52.355.051 I slot launch_slot_: id  0 | task 380 | processing task, is_child = 0
0.52.597.549 I slot print_timing: id  0 | task 380 | prompt eval time =     242.49 ms /   110 tokens (    2.20 ms per token,   453.64 tokens per second)
0.52.597.553 I slot print_timing: id  0 | task 380 |        eval time =       0.00 ms /     1 tokens (    0.00 ms per token,     0.00 tokens per second)
0.52.597.553 I slot print_timing: id  0 | task 380 |       total time =     242.49 ms /   111 tokens
0.52.597.554 I slot print_timing: id  0 | task 380 |    graphs reused =        278
0.52.597.577 I slot      release: id  0 | task 380 | stop processing: n_tokens = 110, truncated = 0
0.52.599.360 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 1.000
0.52.599.396 I slot launch_slot_: id  0 | task 384 | processing task, is_child = 0
0.52.843.355 I slot print_timing: id  0 | task 384 | prompt eval time =     243.94 ms /   110 tokens (    2.22 ms per token,   450.92 tokens per second)
0.52.843.360 I slot print_timing: id  0 | task 384 |        eval time =       0.00 ms /     1 tokens (    0.00 ms per token,     0.00 tokens per second)
0.52.843.360 I slot print_timing: id  0 | task 384 |       total time =     243.95 ms /   111 tokens
0.52.843.361 I slot print_timing: id  0 | task 384 |    graphs reused =        278
0.52.843.385 I slot      release: id  0 | task 384 | stop processing: n_tokens = 110, truncated = 0
0.52.845.423 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 1.000
0.52.845.459 I slot launch_slot_: id  0 | task 388 | processing task, is_child = 0
0.53.087.829 I slot print_timing: id  0 | task 388 | prompt eval time =     242.36 ms /   110 tokens (    2.20 ms per token,   453.88 tokens per second)
0.53.087.833 I slot print_timing: id  0 | task 388 |        eval time =       0.00 ms /     1 tokens (    0.00 ms per token,     0.00 tokens per second)
0.53.087.833 I slot print_timing: id  0 | task 388 |       total time =     242.36 ms /   111 tokens
0.53.087.834 I slot print_timing: id  0 | task 388 |    graphs reused =        278
0.53.087.857 I slot      release: id  0 | task 388 | stop processing: n_tokens = 110, truncated = 0
0.54.613.185 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 1.000
0.54.613.234 I slot launch_slot_: id  0 | task 392 | processing task, is_child = 0
0.57.881.026 I slot print_timing: id  0 | task 392 | n_gen =    230, tg =  75.59 t/s, tg_3s =  75.92 t/s
0.59.914.785 I slot print_timing: id  0 | task 392 | prompt eval time =     238.43 ms /   110 tokens (    2.17 ms per token,   461.36 tokens per second)
0.59.914.788 I slot print_timing: id  0 | task 392 |        eval time =    5063.10 ms /   400 tokens (   12.69 ms per token,    78.81 tokens per second)
0.59.914.789 I slot print_timing: id  0 | task 392 |       total time =    5301.53 ms /   510 tokens
0.59.914.789 I slot print_timing: id  0 | task 392 |    graphs reused =        419
0.59.914.791 I slot print_timing: id  0 | task 392 | draft acceptance = 0.89510 (  256 accepted /   286 generated), mean len =  2.79
0.59.914.836 I slot      release: id  0 | task 392 | stop processing: n_tokens = 509, truncated = 0
1.01.449.966 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 631916985871
1.01.597.074 I slot launch_slot_: id  0 | task 539 | processing task, is_child = 0
1.01.837.879 I slot print_timing: id  0 | task 539 | prompt eval time =     240.79 ms /    81 tokens (    2.97 ms per token,   336.40 tokens per second)
1.01.837.883 I slot print_timing: id  0 | task 539 |        eval time =       0.00 ms /     1 tokens (    0.00 ms per token,     0.00 tokens per second)
1.01.837.883 I slot print_timing: id  0 | task 539 |       total time =     240.79 ms /    82 tokens
1.01.837.884 I slot print_timing: id  0 | task 539 |    graphs reused =        419
1.01.837.912 I slot      release: id  0 | task 539 | stop processing: n_tokens = 81, truncated = 0
1.01.839.712 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 1.000
1.01.839.746 I slot launch_slot_: id  0 | task 543 | processing task, is_child = 0
1.02.067.314 I slot print_timing: id  0 | task 543 | prompt eval time =     227.55 ms /    81 tokens (    2.81 ms per token,   355.96 tokens per second)
1.02.067.318 I slot print_timing: id  0 | task 543 |        eval time =       0.00 ms /     1 tokens (    0.00 ms per token,     0.00 tokens per second)
1.02.067.319 I slot print_timing: id  0 | task 543 |       total time =     227.56 ms /    82 tokens
1.02.067.320 I slot print_timing: id  0 | task 543 |    graphs reused =        419
1.02.067.348 I slot      release: id  0 | task 543 | stop processing: n_tokens = 81, truncated = 0
1.02.068.987 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 1.000
1.02.069.027 I slot launch_slot_: id  0 | task 547 | processing task, is_child = 0
1.02.299.360 I slot print_timing: id  0 | task 547 | prompt eval time =     230.32 ms /    81 tokens (    2.84 ms per token,   351.68 tokens per second)
1.02.299.364 I slot print_timing: id  0 | task 547 |        eval time =       0.00 ms /     1 tokens (    0.00 ms per token,     0.00 tokens per second)
1.02.299.365 I slot print_timing: id  0 | task 547 |       total time =     230.32 ms /    82 tokens
1.02.299.365 I slot print_timing: id  0 | task 547 |    graphs reused =        419
1.02.299.388 I slot      release: id  0 | task 547 | stop processing: n_tokens = 81, truncated = 0
1.02.301.378 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 1.000
1.02.301.413 I slot launch_slot_: id  0 | task 551 | processing task, is_child = 0
1.02.531.522 I slot print_timing: id  0 | task 551 | prompt eval time =     230.10 ms /    81 tokens (    2.84 ms per token,   352.03 tokens per second)
1.02.531.526 I slot print_timing: id  0 | task 551 |        eval time =       0.00 ms /     1 tokens (    0.00 ms per token,     0.00 tokens per second)
1.02.531.526 I slot print_timing: id  0 | task 551 |       total time =     230.10 ms /    82 tokens
1.02.531.527 I slot print_timing: id  0 | task 551 |    graphs reused =        419
