CMD: /home/thc1006/dev/qwen3.8-speculative-decoding-rtx3090/llamacpp-master/build/bin/llama-server -m /home/thc1006/dev/qwen3.8-speculative-decoding-rtx3090/models/target/Qwen3.8-27B-UD-Q4_K_XL.gguf --host 127.0.0.1 --port 18150 -ngl 999 -c 8192 -fa on -ctk q8_0 -ctv q8_0 --no-webui --parallel 1 --jinja --fit off --spec-type draft-mtp --spec-draft-n-max 7
0.00.121.094 I cmn  common_param: common_params_print_info: verbosity = 3 (adjust with the `-lv N` CLI arg)
0.00.121.192 I srv          init: The UI is disabled
0.00.121.193 I srv          init: Use --ui/--no-ui (or deprecated --webui/--no-webui) to enable/disable
0.00.121.228 W srv  llama_server: -----------------
0.00.121.228 W srv  llama_server: CORS is set to allow all origins ('*') and no API key is set
0.00.121.229 W srv  llama_server: this can be a security risk (cross-origin attacks)
0.00.121.229 W srv  llama_server: more info: https://github.com/ggml-org/llama.cpp/pull/25655
0.00.121.229 W srv  llama_server: -----------------
0.00.122.558 I srv    load_model: loading model '/home/thc1006/dev/qwen3.8-speculative-decoding-rtx3090/models/target/Qwen3.8-27B-UD-Q4_K_XL.gguf'
0.01.951.850 I cmn          init: llama threadpool init, n_threads = 8
0.02.010.566 I common_speculative_init_result: creating MTP draft context against the target model '/home/thc1006/dev/qwen3.8-speculative-decoding-rtx3090/models/target/Qwen3.8-27B-UD-Q4_K_XL.gguf'
0.02.055.398 I srv    load_model: initializing, n_slots = 1, n_ctx_slot = 8192, kv_unified = 'false'
0.02.068.514 I srv          init: chat template supports preserving reasoning, consider enabling it via --reasoning-preserve
0.02.068.548 I srv  llama_server: model loaded
0.02.068.550 I srv  llama_server: listening on http://127.0.0.1:18150
0.02.275.566 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = -1
0.03.302.105 I slot print_timing: id  0 | task 13 | prompt eval time =     222.28 ms /    95 tokens (    2.34 ms per token,   427.39 tokens per second)
0.03.302.111 I slot print_timing: id  0 | task 13 |        eval time =       0.00 ms /     1 tokens (    0.00 ms per token,     0.00 tokens per second)
0.03.302.111 I slot print_timing: id  0 | task 13 |       total time =     222.28 ms /    96 tokens
0.03.302.111 I slot print_timing: id  0 | task 13 |    graphs reused =          1
0.03.302.134 I slot      release: id  0 | task 13 | stop processing: n_tokens = 95, truncated = 0
0.03.303.947 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 1.000
0.03.303.981 I slot launch_slot_: id  0 | task 17 | processing task, is_child = 0
0.03.525.408 I slot print_timing: id  0 | task 17 | prompt eval time =     221.41 ms /    95 tokens (    2.33 ms per token,   429.06 tokens per second)
0.03.525.413 I slot print_timing: id  0 | task 17 |        eval time =       0.00 ms /     1 tokens (    0.00 ms per token,     0.00 tokens per second)
0.03.525.414 I slot print_timing: id  0 | task 17 |       total time =     221.41 ms /    96 tokens
0.03.525.414 I slot print_timing: id  0 | task 17 |    graphs reused =          1
0.03.525.452 I slot      release: id  0 | task 17 | stop processing: n_tokens = 95, truncated = 0
0.03.528.018 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 1.000
0.03.528.063 I slot launch_slot_: id  0 | task 21 | processing task, is_child = 0
0.03.750.481 I slot print_timing: id  0 | task 21 | prompt eval time =     222.41 ms /    95 tokens (    2.34 ms per token,   427.15 tokens per second)
0.03.750.485 I slot print_timing: id  0 | task 21 |        eval time =       0.00 ms /     1 tokens (    0.00 ms per token,     0.00 tokens per second)
0.03.750.486 I slot print_timing: id  0 | task 21 |       total time =     222.41 ms /    96 tokens
0.03.750.486 I slot print_timing: id  0 | task 21 |    graphs reused =          1
0.03.750.511 I slot      release: id  0 | task 21 | stop processing: n_tokens = 95, truncated = 0
0.03.752.256 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 1.000
0.03.752.291 I slot launch_slot_: id  0 | task 25 | processing task, is_child = 0
0.03.974.130 I slot print_timing: id  0 | task 25 | prompt eval time =     221.83 ms /    95 tokens (    2.34 ms per token,   428.26 tokens per second)
0.03.974.134 I slot print_timing: id  0 | task 25 |        eval time =       0.00 ms /     1 tokens (    0.00 ms per token,     0.00 tokens per second)
0.03.974.135 I slot print_timing: id  0 | task 25 |       total time =     221.83 ms /    96 tokens
0.03.974.135 I slot print_timing: id  0 | task 25 |    graphs reused =          1
0.03.974.164 I slot      release: id  0 | task 25 | stop processing: n_tokens = 95, truncated = 0
0.03.976.114 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 1.000
0.03.976.147 I slot launch_slot_: id  0 | task 29 | processing task, is_child = 0
0.04.198.232 I slot print_timing: id  0 | task 29 | prompt eval time =     222.07 ms /    95 tokens (    2.34 ms per token,   427.79 tokens per second)
0.04.198.236 I slot print_timing: id  0 | task 29 |        eval time =       0.00 ms /     1 tokens (    0.00 ms per token,     0.00 tokens per second)
0.04.198.236 I slot print_timing: id  0 | task 29 |       total time =     222.07 ms /    96 tokens
0.04.198.237 I slot print_timing: id  0 | task 29 |    graphs reused =          1
0.04.198.272 I slot      release: id  0 | task 29 | stop processing: n_tokens = 95, truncated = 0
0.04.200.707 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 1.000
0.04.200.743 I slot launch_slot_: id  0 | task 33 | processing task, is_child = 0
0.04.425.342 I slot print_timing: id  0 | task 33 | prompt eval time =     224.58 ms /    95 tokens (    2.36 ms per token,   423.00 tokens per second)
0.04.425.347 I slot print_timing: id  0 | task 33 |        eval time =       0.00 ms /     1 tokens (    0.00 ms per token,     0.00 tokens per second)
0.04.425.347 I slot print_timing: id  0 | task 33 |       total time =     224.59 ms /    96 tokens
0.04.425.348 I slot print_timing: id  0 | task 33 |    graphs reused =          1
0.04.425.373 I slot      release: id  0 | task 33 | stop processing: n_tokens = 95, truncated = 0
0.04.427.680 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 1.000
0.04.427.720 I slot launch_slot_: id  0 | task 37 | processing task, is_child = 0
0.07.718.850 I slot print_timing: id  0 | task 37 | n_gen =    212, tg =  68.78 t/s, tg_3s =  69.10 t/s
0.10.216.753 I slot print_timing: id  0 | task 37 | prompt eval time =     223.17 ms /    95 tokens (    2.35 ms per token,   425.69 tokens per second)
0.10.216.757 I slot print_timing: id  0 | task 37 |        eval time =    5565.85 ms /   400 tokens (   13.95 ms per token,    71.69 tokens per second)
0.10.216.757 I slot print_timing: id  0 | task 37 |       total time =    5789.02 ms /   495 tokens
0.10.216.758 I slot print_timing: id  0 | task 37 |    graphs reused =         76
0.10.216.761 I slot print_timing: id  0 | task 37 | draft acceptance = 0.59150 (  320 accepted /   541 generated), mean len =  5.10
0.10.216.785 I slot      release: id  0 | task 37 | stop processing: n_tokens = 494, truncated = 0
0.10.230.641 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 85286559809
0.10.302.893 I slot launch_slot_: id  0 | task 120 | processing task, is_child = 0
0.10.531.267 I slot print_timing: id  0 | task 120 | prompt eval time =     228.36 ms /   100 tokens (    2.28 ms per token,   437.91 tokens per second)
0.10.531.271 I slot print_timing: id  0 | task 120 |        eval time =       0.00 ms /     1 tokens (    0.00 ms per token,     0.00 tokens per second)
0.10.531.271 I slot print_timing: id  0 | task 120 |       total time =     228.36 ms /   101 tokens
0.10.531.272 I slot print_timing: id  0 | task 120 |    graphs reused =         76
0.10.531.295 I slot      release: id  0 | task 120 | stop processing: n_tokens = 100, truncated = 0
0.10.533.383 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 1.000
0.10.533.418 I slot launch_slot_: id  0 | task 124 | processing task, is_child = 0
0.10.759.670 I slot print_timing: id  0 | task 124 | prompt eval time =     226.24 ms /   100 tokens (    2.26 ms per token,   442.00 tokens per second)
0.10.759.674 I slot print_timing: id  0 | task 124 |        eval time =       0.00 ms /     1 tokens (    0.00 ms per token,     0.00 tokens per second)
0.10.759.674 I slot print_timing: id  0 | task 124 |       total time =     226.24 ms /   101 tokens
0.10.759.675 I slot print_timing: id  0 | task 124 |    graphs reused =         76
0.10.759.722 I slot      release: id  0 | task 124 | stop processing: n_tokens = 100, truncated = 0
0.10.761.619 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 1.000
0.10.761.653 I slot launch_slot_: id  0 | task 128 | processing task, is_child = 0
0.10.986.348 I slot print_timing: id  0 | task 128 | prompt eval time =     224.68 ms /   100 tokens (    2.25 ms per token,   445.07 tokens per second)
0.10.986.352 I slot print_timing: id  0 | task 128 |        eval time =       0.00 ms /     1 tokens (    0.00 ms per token,     0.00 tokens per second)
0.10.986.353 I slot print_timing: id  0 | task 128 |       total time =     224.68 ms /   101 tokens
0.10.986.353 I slot print_timing: id  0 | task 128 |    graphs reused =         76
0.10.986.377 I slot      release: id  0 | task 128 | stop processing: n_tokens = 100, truncated = 0
0.10.988.153 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 1.000
0.10.988.195 I slot launch_slot_: id  0 | task 132 | processing task, is_child = 0
0.11.214.529 I slot print_timing: id  0 | task 132 | prompt eval time =     226.32 ms /   100 tokens (    2.26 ms per token,   441.85 tokens per second)
0.11.214.532 I slot print_timing: id  0 | task 132 |        eval time =       0.00 ms /     1 tokens (    0.00 ms per token,     0.00 tokens per second)
0.11.214.533 I slot print_timing: id  0 | task 132 |       total time =     226.32 ms /   101 tokens
0.11.214.533 I slot print_timing: id  0 | task 132 |    graphs reused =         76
0.11.214.566 I slot      release: id  0 | task 132 | stop processing: n_tokens = 100, truncated = 0
0.11.216.428 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 1.000
0.11.216.467 I slot launch_slot_: id  0 | task 136 | processing task, is_child = 0
0.11.440.987 I slot print_timing: id  0 | task 136 | prompt eval time =     224.50 ms /   100 tokens (    2.24 ms per token,   445.44 tokens per second)
0.11.440.990 I slot print_timing: id  0 | task 136 |        eval time =       0.00 ms /     1 tokens (    0.00 ms per token,     0.00 tokens per second)
0.11.440.991 I slot print_timing: id  0 | task 136 |       total time =     224.50 ms /   101 tokens
0.11.440.992 I slot print_timing: id  0 | task 136 |    graphs reused =         76
0.11.441.015 I slot      release: id  0 | task 136 | stop processing: n_tokens = 100, truncated = 0
0.11.443.549 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 1.000
0.11.443.623 I slot launch_slot_: id  0 | task 140 | processing task, is_child = 0
0.11.667.926 I slot print_timing: id  0 | task 140 | prompt eval time =     224.29 ms /   100 tokens (    2.24 ms per token,   445.85 tokens per second)
0.11.667.931 I slot print_timing: id  0 | task 140 |        eval time =       0.00 ms /     1 tokens (    0.00 ms per token,     0.00 tokens per second)
0.11.667.932 I slot print_timing: id  0 | task 140 |       total time =     224.29 ms /   101 tokens
0.11.667.932 I slot print_timing: id  0 | task 140 |    graphs reused =         76
0.11.667.957 I slot      release: id  0 | task 140 | stop processing: n_tokens = 100, truncated = 0
0.11.669.900 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 1.000
0.11.669.946 I slot launch_slot_: id  0 | task 144 | processing task, is_child = 0
0.11.894.610 I slot print_timing: id  0 | task 144 | prompt eval time =     224.65 ms /   100 tokens (    2.25 ms per token,   445.13 tokens per second)
0.11.894.615 I slot print_timing: id  0 | task 144 |        eval time =       0.00 ms /     1 tokens (    0.00 ms per token,     0.00 tokens per second)
0.11.894.615 I slot print_timing: id  0 | task 144 |       total time =     224.65 ms /   101 tokens
0.11.894.616 I slot print_timing: id  0 | task 144 |    graphs reused =         76
0.11.894.640 I slot      release: id  0 | task 144 | stop processing: n_tokens = 100, truncated = 0
0.11.896.460 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 1.000
0.11.896.496 I slot launch_slot_: id  0 | task 148 | processing task, is_child = 0
0.12.121.979 I slot print_timing: id  0 | task 148 | prompt eval time =     225.47 ms /   100 tokens (    2.25 ms per token,   443.52 tokens per second)
0.12.121.983 I slot print_timing: id  0 | task 148 |        eval time =       0.00 ms /     1 tokens (    0.00 ms per token,     0.00 tokens per second)
0.12.121.984 I slot print_timing: id  0 | task 148 |       total time =     225.47 ms /   101 tokens
0.12.121.984 I slot print_timing: id  0 | task 148 |    graphs reused =         76
0.12.122.011 I slot      release: id  0 | task 148 | stop processing: n_tokens = 100, truncated = 0
0.12.124.388 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 1.000
0.12.124.426 I slot launch_slot_: id  0 | task 152 | processing task, is_child = 0
0.15.418.548 I slot print_timing: id  0 | task 152 | n_gen =    172, tg =  55.72 t/s, tg_3s =  56.05 t/s
0.18.260.195 I slot print_timing: id  0 | task 152 | prompt eval time =     225.37 ms /   100 tokens (    2.25 ms per token,   443.72 tokens per second)
0.18.260.199 I slot print_timing: id  0 | task 152 |        eval time =    5910.38 ms /   400 tokens (   14.81 ms per token,    67.51 tokens per second)
0.18.260.200 I slot print_timing: id  0 | task 152 |       total time =    6135.75 ms /   500 tokens
0.18.260.200 I slot print_timing: id  0 | task 152 |    graphs reused =        156
0.18.260.204 I slot print_timing: id  0 | task 152 | draft acceptance = 0.54861 (  316 accepted /   576 generated), mean len =  4.81
0.18.260.231 I slot      release: id  0 | task 152 | stop processing: n_tokens = 499, truncated = 0
0.18.273.489 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 85294603255
0.18.347.100 I slot launch_slot_: id  0 | task 239 | processing task, is_child = 0
0.18.574.926 I slot print_timing: id  0 | task 239 | prompt eval time =     227.81 ms /   110 tokens (    2.07 ms per token,   482.86 tokens per second)
0.18.574.929 I slot print_timing: id  0 | task 239 |        eval time =       0.00 ms /     1 tokens (    0.00 ms per token,     0.00 tokens per second)
0.18.574.930 I slot print_timing: id  0 | task 239 |       total time =     227.81 ms /   111 tokens
0.18.574.930 I slot print_timing: id  0 | task 239 |    graphs reused =        156
0.18.574.956 I slot      release: id  0 | task 239 | stop processing: n_tokens = 110, truncated = 0
0.18.577.574 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 1.000
0.18.577.615 I slot launch_slot_: id  0 | task 243 | processing task, is_child = 0
0.18.805.920 I slot print_timing: id  0 | task 243 | prompt eval time =     228.29 ms /   110 tokens (    2.08 ms per token,   481.85 tokens per second)
0.18.805.924 I slot print_timing: id  0 | task 243 |        eval time =       0.00 ms /     1 tokens (    0.00 ms per token,     0.00 tokens per second)
0.18.805.925 I slot print_timing: id  0 | task 243 |       total time =     228.29 ms /   111 tokens
0.18.805.925 I slot print_timing: id  0 | task 243 |    graphs reused =        156
0.18.805.948 I slot      release: id  0 | task 243 | stop processing: n_tokens = 110, truncated = 0
0.18.807.942 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 1.000
0.18.807.969 I slot launch_slot_: id  0 | task 247 | processing task, is_child = 0
0.19.035.686 I slot print_timing: id  0 | task 247 | prompt eval time =     227.71 ms /   110 tokens (    2.07 ms per token,   483.08 tokens per second)
0.19.035.691 I slot print_timing: id  0 | task 247 |        eval time =       0.00 ms /     1 tokens (    0.00 ms per token,     0.00 tokens per second)
0.19.035.692 I slot print_timing: id  0 | task 247 |       total time =     227.71 ms /   111 tokens
0.19.035.692 I slot print_timing: id  0 | task 247 |    graphs reused =        156
0.19.035.716 I slot      release: id  0 | task 247 | stop processing: n_tokens = 110, truncated = 0
0.19.037.759 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 1.000
0.19.037.785 I slot launch_slot_: id  0 | task 251 | processing task, is_child = 0
0.19.264.681 I slot print_timing: id  0 | task 251 | prompt eval time =     226.88 ms /   110 tokens (    2.06 ms per token,   484.83 tokens per second)
0.19.264.685 I slot print_timing: id  0 | task 251 |        eval time =       0.00 ms /     1 tokens (    0.00 ms per token,     0.00 tokens per second)
0.19.264.685 I slot print_timing: id  0 | task 251 |       total time =     226.88 ms /   111 tokens
0.19.264.686 I slot print_timing: id  0 | task 251 |    graphs reused =        156
0.19.264.711 I slot      release: id  0 | task 251 | stop processing: n_tokens = 110, truncated = 0
0.19.266.430 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 1.000
0.19.266.463 I slot launch_slot_: id  0 | task 255 | processing task, is_child = 0
0.19.494.336 I slot print_timing: id  0 | task 255 | prompt eval time =     227.86 ms /   110 tokens (    2.07 ms per token,   482.75 tokens per second)
0.19.494.341 I slot print_timing: id  0 | task 255 |        eval time =       0.00 ms /     1 tokens (    0.00 ms per token,     0.00 tokens per second)
0.19.494.341 I slot print_timing: id  0 | task 255 |       total time =     227.86 ms /   111 tokens
0.19.494.342 I slot print_timing: id  0 | task 255 |    graphs reused =        156
0.19.494.366 I slot      release: id  0 | task 255 | stop processing: n_tokens = 110, truncated = 0
0.19.496.459 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 1.000
0.19.496.493 I slot launch_slot_: id  0 | task 259 | processing task, is_child = 0
0.19.723.728 I slot print_timing: id  0 | task 259 | prompt eval time =     227.22 ms /   110 tokens (    2.07 ms per token,   484.11 tokens per second)
0.19.723.732 I slot print_timing: id  0 | task 259 |        eval time =       0.00 ms /     1 tokens (    0.00 ms per token,     0.00 tokens per second)
0.19.723.733 I slot print_timing: id  0 | task 259 |       total time =     227.22 ms /   111 tokens
0.19.723.733 I slot print_timing: id  0 | task 259 |    graphs reused =        156
0.19.723.771 I slot      release: id  0 | task 259 | stop processing: n_tokens = 110, truncated = 0
0.19.725.616 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 1.000
0.19.725.651 I slot launch_slot_: id  0 | task 263 | processing task, is_child = 0
0.19.954.748 I slot print_timing: id  0 | task 263 | prompt eval time =     229.09 ms /   110 tokens (    2.08 ms per token,   480.17 tokens per second)
0.19.954.752 I slot print_timing: id  0 | task 263 |        eval time =       0.00 ms /     1 tokens (    0.00 ms per token,     0.00 tokens per second)
0.19.954.753 I slot print_timing: id  0 | task 263 |       total time =     229.09 ms /   111 tokens
0.19.954.753 I slot print_timing: id  0 | task 263 |    graphs reused =        156
0.19.954.779 I slot      release: id  0 | task 263 | stop processing: n_tokens = 110, truncated = 0
0.19.956.678 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 1.000
0.19.956.711 I slot launch_slot_: id  0 | task 267 | processing task, is_child = 0
0.20.183.705 I slot print_timing: id  0 | task 267 | prompt eval time =     226.98 ms /   110 tokens (    2.06 ms per token,   484.62 tokens per second)
0.20.183.709 I slot print_timing: id  0 | task 267 |        eval time =       0.00 ms /     1 tokens (    0.00 ms per token,     0.00 tokens per second)
0.20.183.710 I slot print_timing: id  0 | task 267 |       total time =     226.98 ms /   111 tokens
0.20.183.710 I slot print_timing: id  0 | task 267 |    graphs reused =        156
0.20.183.734 I slot      release: id  0 | task 267 | stop processing: n_tokens = 110, truncated = 0
0.20.185.896 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 1.000
0.20.185.929 I slot launch_slot_: id  0 | task 271 | processing task, is_child = 0
0.23.481.773 I slot print_timing: id  0 | task 271 | n_gen =    178, tg =  57.69 t/s, tg_3s =  58.01 t/s
0.26.184.535 I slot print_timing: id  0 | task 271 | prompt eval time =     227.65 ms /   110 tokens (    2.07 ms per token,   483.20 tokens per second)
0.26.184.539 I slot print_timing: id  0 | task 271 |        eval time =    5770.93 ms /   400 tokens (   14.46 ms per token,    69.14 tokens per second)
0.26.184.540 I slot print_timing: id  0 | task 271 |       total time =    5998.58 ms /   510 tokens
0.26.184.540 I slot print_timing: id  0 | task 271 |    graphs reused =        234
0.26.184.543 I slot print_timing: id  0 | task 271 | draft acceptance = 0.56483 (  318 accepted /   563 generated), mean len =  4.93
0.26.184.568 I slot      release: id  0 | task 271 | stop processing: n_tokens = 509, truncated = 0
0.26.197.387 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 85302527592
0.26.270.500 I slot launch_slot_: id  0 | task 356 | processing task, is_child = 0
0.26.485.510 I slot print_timing: id  0 | task 356 | prompt eval time =     214.99 ms /    81 tokens (    2.65 ms per token,   376.77 tokens per second)
0.26.485.513 I slot print_timing: id  0 | task 356 |        eval time =       0.00 ms /     1 tokens (    0.00 ms per token,     0.00 tokens per second)
0.26.485.514 I slot print_timing: id  0 | task 356 |       total time =     214.99 ms /    82 tokens
0.26.485.514 I slot print_timing: id  0 | task 356 |    graphs reused =        234
0.26.485.540 I slot      release: id  0 | task 356 | stop processing: n_tokens = 81, truncated = 0
0.26.487.472 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 1.000
0.26.487.511 I slot launch_slot_: id  0 | task 360 | processing task, is_child = 0
0.26.701.050 I slot print_timing: id  0 | task 360 | prompt eval time =     213.52 ms /    81 tokens (    2.64 ms per token,   379.35 tokens per second)
0.26.701.053 I slot print_timing: id  0 | task 360 |        eval time =       0.00 ms /     1 tokens (    0.00 ms per token,     0.00 tokens per second)
0.26.701.054 I slot print_timing: id  0 | task 360 |       total time =     213.53 ms /    82 tokens
0.26.701.054 I slot print_timing: id  0 | task 360 |    graphs reused =        234
0.26.701.078 I slot      release: id  0 | task 360 | stop processing: n_tokens = 81, truncated = 0
0.26.703.422 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 1.000
0.26.703.464 I slot launch_slot_: id  0 | task 364 | processing task, is_child = 0
0.26.917.347 I slot print_timing: id  0 | task 364 | prompt eval time =     213.87 ms /    81 tokens (    2.64 ms per token,   378.74 tokens per second)
0.26.917.351 I slot print_timing: id  0 | task 364 |        eval time =       0.00 ms /     1 tokens (    0.00 ms per token,     0.00 tokens per second)
0.26.917.351 I slot print_timing: id  0 | task 364 |       total time =     213.87 ms /    82 tokens
0.26.917.352 I slot print_timing: id  0 | task 364 |    graphs reused =        234
0.26.917.387 I slot      release: id  0 | task 364 | stop processing: n_tokens = 81, truncated = 0
0.26.919.359 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 1.000
0.26.919.397 I slot launch_slot_: id  0 | task 368 | processing task, is_child = 0
0.27.133.530 I slot print_timing: id  0 | task 368 | prompt eval time =     214.12 ms /    81 tokens (    2.64 ms per token,   378.29 tokens per second)
0.27.133.534 I slot print_timing: id  0 | task 368 |        eval time =       0.00 ms /     1 tokens (    0.00 ms per token,     0.00 tokens per second)
0.27.133.535 I slot print_timing: id  0 | task 368 |       total time =     214.12 ms /    82 tokens
0.27.133.535 I slot print_timing: id  0 | task 368 |    graphs reused =        234
