CMD: /home/thc1006/dev/qwen3.8-speculative-decoding-rtx3090/llamacpp-master/build/bin/llama-server -m /home/thc1006/dev/qwen3.8-speculative-decoding-rtx3090/models/target/Qwen3.8-27B-UD-Q4_K_XL.gguf --host 127.0.0.1 --port 18211 -ngl 999 -c 8192 -fa on -ctk q8_0 -ctv q8_0 --no-webui --parallel 1 --jinja --fit off --spec-type draft-mtp --spec-draft-n-max 3 --spec-draft-p-min 0.0
0.00.135.080 I cmn  common_param: common_params_print_info: verbosity = 3 (adjust with the `-lv N` CLI arg)
0.00.135.163 I srv          init: The UI is disabled
0.00.135.164 I srv          init: Use --ui/--no-ui (or deprecated --webui/--no-webui) to enable/disable
0.00.135.204 W srv  llama_server: -----------------
0.00.135.206 W srv  llama_server: CORS is set to allow all origins ('*') and no API key is set
0.00.135.206 W srv  llama_server: this can be a security risk (cross-origin attacks)
0.00.135.206 W srv  llama_server: more info: https://github.com/ggml-org/llama.cpp/pull/25655
0.00.135.206 W srv  llama_server: -----------------
0.00.136.430 I srv    load_model: loading model '/home/thc1006/dev/qwen3.8-speculative-decoding-rtx3090/models/target/Qwen3.8-27B-UD-Q4_K_XL.gguf'
0.09.605.922 I cmn          init: llama threadpool init, n_threads = 8
0.09.661.608 I common_speculative_init_result: creating MTP draft context against the target model '/home/thc1006/dev/qwen3.8-speculative-decoding-rtx3090/models/target/Qwen3.8-27B-UD-Q4_K_XL.gguf'
0.09.703.227 I srv    load_model: initializing, n_slots = 1, n_ctx_slot = 8192, kv_unified = 'false'
0.09.730.769 I srv          init: chat template supports preserving reasoning, consider enabling it via --reasoning-preserve
0.09.730.802 I srv  llama_server: model loaded
0.09.730.807 I srv  llama_server: listening on http://127.0.0.1:18211
0.10.012.920 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = -1
0.12.162.753 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 1.000
0.12.162.790 I slot launch_slot_: id  0 | task 29 | processing task, is_child = 0
0.12.443.981 I slot print_timing: id  0 | task 29 | prompt eval time =     281.18 ms /    95 tokens (    2.96 ms per token,   337.86 tokens per second)
0.12.443.985 I slot print_timing: id  0 | task 29 |        eval time =       0.00 ms /     1 tokens (    0.00 ms per token,     0.00 tokens per second)
0.12.443.985 I slot print_timing: id  0 | task 29 |       total time =     281.18 ms /    96 tokens
0.12.443.986 I slot print_timing: id  0 | task 29 |    graphs reused =          1
0.12.444.014 I slot      release: id  0 | task 29 | stop processing: n_tokens = 95, truncated = 0
0.12.446.110 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 1.000
0.12.446.143 I slot launch_slot_: id  0 | task 33 | processing task, is_child = 0
0.12.725.922 I slot print_timing: id  0 | task 33 | prompt eval time =     279.76 ms /    95 tokens (    2.94 ms per token,   339.57 tokens per second)
0.12.725.927 I slot print_timing: id  0 | task 33 |        eval time =       0.00 ms /     1 tokens (    0.00 ms per token,     0.00 tokens per second)
0.12.725.927 I slot print_timing: id  0 | task 33 |       total time =     279.77 ms /    96 tokens
0.12.725.928 I slot print_timing: id  0 | task 33 |    graphs reused =          1
0.12.725.952 I slot      release: id  0 | task 33 | stop processing: n_tokens = 95, truncated = 0
0.12.728.254 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 1.000
0.12.728.292 I slot launch_slot_: id  0 | task 37 | processing task, is_child = 0
0.16.046.350 I slot print_timing: id  0 | task 37 | n_gen =    258, tg =  84.61 t/s, tg_3s =  84.94 t/s
0.17.704.577 I slot print_timing: id  0 | task 37 | prompt eval time =     280.63 ms /    95 tokens (    2.95 ms per token,   338.52 tokens per second)
0.17.704.581 I slot print_timing: id  0 | task 37 |        eval time =    4695.63 ms /   400 tokens (   11.77 ms per token,    84.97 tokens per second)
0.17.704.582 I slot print_timing: id  0 | task 37 |       total time =    4976.26 ms /   495 tokens
0.17.704.582 I slot print_timing: id  0 | task 37 |    graphs reused =        111
0.17.704.584 I slot print_timing: id  0 | task 37 | draft acceptance = 0.84866 (  286 accepted /   337 generated), mean len =  3.53
0.17.704.608 I slot      release: id  0 | task 37 | stop processing: n_tokens = 494, truncated = 0
0.17.733.911 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 284242766548
0.17.879.814 I slot launch_slot_: id  0 | task 154 | processing task, is_child = 0
0.18.160.170 I slot print_timing: id  0 | task 154 | prompt eval time =     280.34 ms /   100 tokens (    2.80 ms per token,   356.71 tokens per second)
0.18.160.174 I slot print_timing: id  0 | task 154 |        eval time =       0.00 ms /     1 tokens (    0.00 ms per token,     0.00 tokens per second)
0.18.160.174 I slot print_timing: id  0 | task 154 |       total time =     280.34 ms /   101 tokens
0.18.160.175 I slot print_timing: id  0 | task 154 |    graphs reused =        111
0.18.160.199 I slot      release: id  0 | task 154 | stop processing: n_tokens = 100, truncated = 0
0.18.162.241 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 1.000
0.18.162.277 I slot launch_slot_: id  0 | task 158 | processing task, is_child = 0
0.18.444.189 I slot print_timing: id  0 | task 158 | prompt eval time =     281.90 ms /   100 tokens (    2.82 ms per token,   354.74 tokens per second)
0.18.444.194 I slot print_timing: id  0 | task 158 |        eval time =       0.00 ms /     1 tokens (    0.00 ms per token,     0.00 tokens per second)
0.18.444.194 I slot print_timing: id  0 | task 158 |       total time =     281.90 ms /   101 tokens
0.18.444.195 I slot print_timing: id  0 | task 158 |    graphs reused =        111
0.18.444.219 I slot      release: id  0 | task 158 | stop processing: n_tokens = 100, truncated = 0
0.18.446.222 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 1.000
0.18.446.256 I slot launch_slot_: id  0 | task 162 | processing task, is_child = 0
0.18.728.196 I slot print_timing: id  0 | task 162 | prompt eval time =     281.93 ms /   100 tokens (    2.82 ms per token,   354.70 tokens per second)
0.18.728.200 I slot print_timing: id  0 | task 162 |        eval time =       0.00 ms /     1 tokens (    0.00 ms per token,     0.00 tokens per second)
0.18.728.201 I slot print_timing: id  0 | task 162 |       total time =     281.93 ms /   101 tokens
0.18.728.201 I slot print_timing: id  0 | task 162 |    graphs reused =        111
0.18.728.226 I slot      release: id  0 | task 162 | stop processing: n_tokens = 100, truncated = 0
0.18.730.071 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 1.000
0.18.730.103 I slot launch_slot_: id  0 | task 166 | processing task, is_child = 0
0.19.011.494 I slot print_timing: id  0 | task 166 | prompt eval time =     281.38 ms /   100 tokens (    2.81 ms per token,   355.39 tokens per second)
0.19.011.498 I slot print_timing: id  0 | task 166 |        eval time =       0.00 ms /     1 tokens (    0.00 ms per token,     0.00 tokens per second)
0.19.011.499 I slot print_timing: id  0 | task 166 |       total time =     281.38 ms /   101 tokens
0.19.011.499 I slot print_timing: id  0 | task 166 |    graphs reused =        111
0.19.011.522 I slot      release: id  0 | task 166 | stop processing: n_tokens = 100, truncated = 0
0.19.013.332 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 1.000
0.19.013.366 I slot launch_slot_: id  0 | task 170 | processing task, is_child = 0
0.19.293.666 I slot print_timing: id  0 | task 170 | prompt eval time =     280.29 ms /   100 tokens (    2.80 ms per token,   356.78 tokens per second)
0.19.293.670 I slot print_timing: id  0 | task 170 |        eval time =       0.00 ms /     1 tokens (    0.00 ms per token,     0.00 tokens per second)
0.19.293.670 I slot print_timing: id  0 | task 170 |       total time =     280.29 ms /   101 tokens
0.19.293.671 I slot print_timing: id  0 | task 170 |    graphs reused =        111
0.19.293.695 I slot      release: id  0 | task 170 | stop processing: n_tokens = 100, truncated = 0
0.19.295.967 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 1.000
0.19.296.001 I slot launch_slot_: id  0 | task 174 | processing task, is_child = 0
0.19.578.481 I slot print_timing: id  0 | task 174 | prompt eval time =     282.47 ms /   100 tokens (    2.82 ms per token,   354.02 tokens per second)
0.19.578.485 I slot print_timing: id  0 | task 174 |        eval time =       0.00 ms /     1 tokens (    0.00 ms per token,     0.00 tokens per second)
0.19.578.486 I slot print_timing: id  0 | task 174 |       total time =     282.47 ms /   101 tokens
0.19.578.487 I slot print_timing: id  0 | task 174 |    graphs reused =        111
0.19.578.513 I slot      release: id  0 | task 174 | stop processing: n_tokens = 100, truncated = 0
0.19.580.227 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 1.000
0.19.580.259 I slot launch_slot_: id  0 | task 178 | processing task, is_child = 0
0.19.862.276 I slot print_timing: id  0 | task 178 | prompt eval time =     282.00 ms /   100 tokens (    2.82 ms per token,   354.60 tokens per second)
0.19.862.280 I slot print_timing: id  0 | task 178 |        eval time =       0.00 ms /     1 tokens (    0.00 ms per token,     0.00 tokens per second)
0.19.862.281 I slot print_timing: id  0 | task 178 |       total time =     282.00 ms /   101 tokens
0.19.862.281 I slot print_timing: id  0 | task 178 |    graphs reused =        111
0.19.862.306 I slot      release: id  0 | task 178 | stop processing: n_tokens = 100, truncated = 0
0.19.864.083 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 1.000
0.19.864.123 I slot launch_slot_: id  0 | task 182 | processing task, is_child = 0
0.20.145.400 I slot print_timing: id  0 | task 182 | prompt eval time =     281.26 ms /   100 tokens (    2.81 ms per token,   355.54 tokens per second)
0.20.145.405 I slot print_timing: id  0 | task 182 |        eval time =       0.00 ms /     1 tokens (    0.00 ms per token,     0.00 tokens per second)
0.20.145.405 I slot print_timing: id  0 | task 182 |       total time =     281.26 ms /   101 tokens
0.20.145.406 I slot print_timing: id  0 | task 182 |    graphs reused =        111
0.20.145.429 I slot      release: id  0 | task 182 | stop processing: n_tokens = 100, truncated = 0
0.20.157.581 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 1.000
0.20.157.618 I slot launch_slot_: id  0 | task 186 | processing task, is_child = 0
0.23.448.247 I slot print_timing: id  0 | task 186 | n_gen =    239, tg =  79.09 t/s, tg_3s =  79.42 t/s
0.25.279.459 I slot print_timing: id  0 | task 186 | prompt eval time =     281.20 ms /   100 tokens (    2.81 ms per token,   355.61 tokens per second)
0.25.279.464 I slot print_timing: id  0 | task 186 |        eval time =    4840.61 ms /   400 tokens (   12.13 ms per token,    82.43 tokens per second)
0.25.279.464 I slot print_timing: id  0 | task 186 |       total time =    5121.82 ms /   500 tokens
0.25.279.465 I slot print_timing: id  0 | task 186 |    graphs reused =        224
0.25.279.467 I slot print_timing: id  0 | task 186 | draft acceptance = 0.81556 (  283 accepted /   347 generated), mean len =  3.44
0.25.279.489 I slot      release: id  0 | task 186 | stop processing: n_tokens = 499, truncated = 0
0.25.306.543 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 284250341429
0.25.453.731 I slot launch_slot_: id  0 | task 306 | processing task, is_child = 0
0.25.736.282 I slot print_timing: id  0 | task 306 | prompt eval time =     282.53 ms /   110 tokens (    2.57 ms per token,   389.34 tokens per second)
0.25.736.287 I slot print_timing: id  0 | task 306 |        eval time =       0.00 ms /     1 tokens (    0.00 ms per token,     0.00 tokens per second)
0.25.736.288 I slot print_timing: id  0 | task 306 |       total time =     282.53 ms /   111 tokens
0.25.736.288 I slot print_timing: id  0 | task 306 |    graphs reused =        224
0.25.736.327 I slot      release: id  0 | task 306 | stop processing: n_tokens = 110, truncated = 0
0.25.738.289 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 1.000
0.25.738.327 I slot launch_slot_: id  0 | task 310 | processing task, is_child = 0
0.26.023.038 I slot print_timing: id  0 | task 310 | prompt eval time =     284.69 ms /   110 tokens (    2.59 ms per token,   386.38 tokens per second)
0.26.023.042 I slot print_timing: id  0 | task 310 |        eval time =       0.00 ms /     1 tokens (    0.00 ms per token,     0.00 tokens per second)
0.26.023.043 I slot print_timing: id  0 | task 310 |       total time =     284.69 ms /   111 tokens
0.26.023.043 I slot print_timing: id  0 | task 310 |    graphs reused =        224
0.26.023.066 I slot      release: id  0 | task 310 | stop processing: n_tokens = 110, truncated = 0
0.26.025.632 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 1.000
0.26.025.670 I slot launch_slot_: id  0 | task 314 | processing task, is_child = 0
0.26.310.257 I slot print_timing: id  0 | task 314 | prompt eval time =     284.57 ms /   110 tokens (    2.59 ms per token,   386.54 tokens per second)
0.26.310.261 I slot print_timing: id  0 | task 314 |        eval time =       0.00 ms /     1 tokens (    0.00 ms per token,     0.00 tokens per second)
0.26.310.262 I slot print_timing: id  0 | task 314 |       total time =     284.58 ms /   111 tokens
0.26.310.262 I slot print_timing: id  0 | task 314 |    graphs reused =        224
0.26.310.288 I slot      release: id  0 | task 314 | stop processing: n_tokens = 110, truncated = 0
0.26.312.151 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 1.000
0.26.312.189 I slot launch_slot_: id  0 | task 318 | processing task, is_child = 0
0.26.596.261 I slot print_timing: id  0 | task 318 | prompt eval time =     284.06 ms /   110 tokens (    2.58 ms per token,   387.24 tokens per second)
0.26.596.265 I slot print_timing: id  0 | task 318 |        eval time =       0.00 ms /     1 tokens (    0.00 ms per token,     0.00 tokens per second)
0.26.596.265 I slot print_timing: id  0 | task 318 |       total time =     284.06 ms /   111 tokens
0.26.596.266 I slot print_timing: id  0 | task 318 |    graphs reused =        224
0.26.596.291 I slot      release: id  0 | task 318 | stop processing: n_tokens = 110, truncated = 0
0.26.598.172 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 1.000
0.26.598.211 I slot launch_slot_: id  0 | task 322 | processing task, is_child = 0
0.26.881.430 I slot print_timing: id  0 | task 322 | prompt eval time =     283.20 ms /   110 tokens (    2.57 ms per token,   388.41 tokens per second)
0.26.881.434 I slot print_timing: id  0 | task 322 |        eval time =       0.00 ms /     1 tokens (    0.00 ms per token,     0.00 tokens per second)
0.26.881.434 I slot print_timing: id  0 | task 322 |       total time =     283.21 ms /   111 tokens
0.26.881.435 I slot print_timing: id  0 | task 322 |    graphs reused =        224
0.26.881.460 I slot      release: id  0 | task 322 | stop processing: n_tokens = 110, truncated = 0
0.26.883.245 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 1.000
0.26.883.285 I slot launch_slot_: id  0 | task 326 | processing task, is_child = 0
0.27.167.750 I slot print_timing: id  0 | task 326 | prompt eval time =     284.45 ms /   110 tokens (    2.59 ms per token,   386.71 tokens per second)
0.27.167.755 I slot print_timing: id  0 | task 326 |        eval time =       0.00 ms /     1 tokens (    0.00 ms per token,     0.00 tokens per second)
0.27.167.756 I slot print_timing: id  0 | task 326 |       total time =     284.45 ms /   111 tokens
0.27.167.756 I slot print_timing: id  0 | task 326 |    graphs reused =        224
0.27.167.780 I slot      release: id  0 | task 326 | stop processing: n_tokens = 110, truncated = 0
0.27.170.210 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 1.000
0.27.170.252 I slot launch_slot_: id  0 | task 330 | processing task, is_child = 0
0.27.454.780 I slot print_timing: id  0 | task 330 | prompt eval time =     284.52 ms /   110 tokens (    2.59 ms per token,   386.62 tokens per second)
0.27.454.786 I slot print_timing: id  0 | task 330 |        eval time =       0.00 ms /     1 tokens (    0.00 ms per token,     0.00 tokens per second)
0.27.454.786 I slot print_timing: id  0 | task 330 |       total time =     284.52 ms /   111 tokens
0.27.454.786 I slot print_timing: id  0 | task 330 |    graphs reused =        224
0.27.454.814 I slot      release: id  0 | task 330 | stop processing: n_tokens = 110, truncated = 0
0.27.457.494 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 1.000
0.27.457.534 I slot launch_slot_: id  0 | task 334 | processing task, is_child = 0
0.27.740.657 I slot print_timing: id  0 | task 334 | prompt eval time =     283.11 ms /   110 tokens (    2.57 ms per token,   388.54 tokens per second)
0.27.740.662 I slot print_timing: id  0 | task 334 |        eval time =       0.00 ms /     1 tokens (    0.00 ms per token,     0.00 tokens per second)
0.27.740.663 I slot print_timing: id  0 | task 334 |       total time =     283.11 ms /   111 tokens
0.27.740.663 I slot print_timing: id  0 | task 334 |    graphs reused =        224
0.27.740.688 I slot      release: id  0 | task 334 | stop processing: n_tokens = 110, truncated = 0
0.27.743.409 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 1.000
0.27.743.446 I slot launch_slot_: id  0 | task 338 | processing task, is_child = 0
0.31.034.118 I slot print_timing: id  0 | task 338 | n_gen =    238, tg =  78.85 t/s, tg_3s =  79.18 t/s
0.32.789.112 I slot print_timing: id  0 | task 338 | prompt eval time =     284.95 ms /   110 tokens (    2.59 ms per token,   386.03 tokens per second)
0.32.789.117 I slot print_timing: id  0 | task 338 |        eval time =    4760.69 ms /   400 tokens (   11.93 ms per token,    83.81 tokens per second)
0.32.789.117 I slot print_timing: id  0 | task 338 |       total time =    5045.64 ms /   510 tokens
0.32.789.118 I slot print_timing: id  0 | task 338 |    graphs reused =        335
0.32.789.120 I slot print_timing: id  0 | task 338 | draft acceptance = 0.83578 (  285 accepted /   341 generated), mean len =  3.50
0.32.789.143 I slot      release: id  0 | task 338 | stop processing: n_tokens = 509, truncated = 0
0.32.803.098 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 284257851083
0.32.949.465 I slot launch_slot_: id  0 | task 456 | processing task, is_child = 0
0.33.220.173 I slot print_timing: id  0 | task 456 | prompt eval time =     270.69 ms /    81 tokens (    3.34 ms per token,   299.24 tokens per second)
0.33.220.178 I slot print_timing: id  0 | task 456 |        eval time =       0.00 ms /     1 tokens (    0.00 ms per token,     0.00 tokens per second)
0.33.220.178 I slot print_timing: id  0 | task 456 |       total time =     270.69 ms /    82 tokens
0.33.220.179 I slot print_timing: id  0 | task 456 |    graphs reused =        335
0.33.220.203 I slot      release: id  0 | task 456 | stop processing: n_tokens = 81, truncated = 0
0.33.222.199 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 1.000
0.33.222.233 I slot launch_slot_: id  0 | task 460 | processing task, is_child = 0
0.33.494.028 I slot print_timing: id  0 | task 460 | prompt eval time =     271.78 ms /    81 tokens (    3.36 ms per token,   298.03 tokens per second)
0.33.494.033 I slot print_timing: id  0 | task 460 |        eval time =       0.00 ms /     1 tokens (    0.00 ms per token,     0.00 tokens per second)
0.33.494.033 I slot print_timing: id  0 | task 460 |       total time =     271.78 ms /    82 tokens
0.33.494.034 I slot print_timing: id  0 | task 460 |    graphs reused =        335
0.33.494.065 I slot      release: id  0 | task 460 | stop processing: n_tokens = 81, truncated = 0
0.33.496.010 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 1.000
0.33.496.056 I slot launch_slot_: id  0 | task 464 | processing task, is_child = 0
0.33.766.007 I slot print_timing: id  0 | task 464 | prompt eval time =     269.94 ms /    81 tokens (    3.33 ms per token,   300.07 tokens per second)
0.33.766.011 I slot print_timing: id  0 | task 464 |        eval time =       0.00 ms /     1 tokens (    0.00 ms per token,     0.00 tokens per second)
0.33.766.011 I slot print_timing: id  0 | task 464 |       total time =     269.94 ms /    82 tokens
0.33.766.012 I slot print_timing: id  0 | task 464 |    graphs reused =        335
0.33.766.037 I slot      release: id  0 | task 464 | stop processing: n_tokens = 81, truncated = 0
0.33.767.902 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 1.000
0.33.768.002 I slot launch_slot_: id  0 | task 468 | processing task, is_child = 0
0.34.040.683 I slot print_timing: id  0 | task 468 | prompt eval time =     272.67 ms /    81 tokens (    3.37 ms per token,   297.07 tokens per second)
0.34.040.687 I slot print_timing: id  0 | task 468 |        eval time =       0.00 ms /     1 tokens (    0.00 ms per token,     0.00 tokens per second)
0.34.040.688 I slot print_timing: id  0 | task 468 |       total time =     272.67 ms /    82 tokens
